"","Title","First Author","Last Author","Journal","Year","First Author First Name","First Author Gender","First Author Accuracy","First Author Samples","Last Author First Name","Last Author Gender","Last Author Accuracy","Last Author Samples"
"1361","322) Deep Learning-Facilitated Study of the Rate of Change in Photoreceptor Outer Segment Metrics in RPGR-Related X-Linked Retinitis Pigmentosa.","Jae-Young Lee","Hyun Soo Lee","Investigative ophthalmology & visual science",2023,"Jae-Young","male",88,24,"Hyun","male",82,1161
"1362","323) Local Myeloid-Derived Suppressor Cells Impair Progression of Experimental Autoimmune Uveitis by Alleviating Oxidative Stress and Inflammation.","Eun Jung Lee","Changwon Kee","Investigative ophthalmology & visual science",2023,"Eun","female",69,381,"Changwon","male",98,48
"1363","324) Deep Optic Nerve Head Morphology in Tilted Disc Syndrome and Its Clinical Implication on Visual Damage.","Reena Bapputty","Rose A Gubitosi-Klug","Investigative ophthalmology & visual science",2023,"Reena","female",98,1833,"Rose","female",80,5
"1364","325) Diabetes Modulates Iodothyronine Deiodinase 2 Expression in the Mouse Retina: A Role for Thyroid Hormone in the Pathogenesis of Diabetic Retinopathy.","Thibaut Gaboriau","Cedric Schweitzer","Investigative ophthalmology & visual science",2023,"Thibaut","male",98,4584,"Cedric","male",99,35105
"1365","326) 24-Hour Monitoring of Intraocular Pressure Fluctuations Using a Contact Lens Sensor: Diagnostic Performance for Glaucoma Progression.","Wenli Yang","Xiaodong Cheng","Investigative ophthalmology & visual science",2023,"Wenli","female",71,58,"Xiaodong","male",92,157
"1366","327) Upregulation of Epac1 Promotes Pericyte Loss by Inducing Mitochondrial Fission, Reactive Oxygen Species Production, and Apoptosis.","Eric Wang","Subrata Chakrabarti","Investigative ophthalmology & visual science",2023,"Eric","male",99,121922,"Subrata","male",99,1458
"1367","328) MicroRNA 9 Is a Regulator of Endothelial to Mesenchymal Transition in Diabetic Retinopathy.","Manjing Cao","Lusi Zhang","Investigative ophthalmology & visual science",2023,"Manjing","female",100,2,"Lusi","female",94,821
"1368","330) Unique Haplotypes in OPN1LW as a Common Cause of High Myopia With or Without Protanopia: A Potential Window Into Myopic Mechanism.","Diana C Lozano","John C Morrison","Investigative ophthalmology & visual science",2023,"Diana","female",98,59982,"John","male",99,219085
"1369","331) Optic Nerve Head Gene Transcription Sequelae to a Single Elevated IOP Exposure Provides Insights Into Known Responses to Chronically Elevated IOP.","Daniel Grigsby","Catherine Bowes Rickman","Investigative ophthalmology & visual science",2023,"Daniel","male",99,257742,"Catherine","female",98,41180
"1370","332) AAV Gene Augmentation of Truncated Complement Factor H Differentially Rescues Ocular Complement Dysregulation in a Mouse Model.","Xiaojie Xu","Yi Y Zuo","Investigative ophthalmology & visual science",2023,"Xiaojie","male",58,65,"Yi","male",63,1397
"1371","334) IL-8 Triggers Neutrophil Extracellular Trap Formation Through an Nicotinamide Adenine Dinucleotide Phosphate Oxidase- and Mitogen-Activated Protein Kinase Pathway-Dependent Mechanism in Uveitis.","John Moir","Dimitra Skondra","Investigative ophthalmology & visual science",2023,"John","male",99,219085,"Dimitra","female",98,1781
"1372","335) The Association of Antibiotic Use and the Odds of a New-Onset ICD Code Diagnosis of Age-Related Macular Degeneration: A Large National Case-Control Study.","Yanyan Xie","Dan Liang","Investigative ophthalmology & visual science",2023,"Yanyan","female",71,345,"Dan","male",97,61524
"1373","337) Peripheral Defocus, Pupil Size, and Axial Eye Growth in Children Wearing Soft Multifocal Contact Lenses in the BLINK Study.","Marlene Saßmannshausen","Thomas Ach","Investigative ophthalmology & visual science",2023,"Marlene","female",98,11755,"Thomas","male",99,129177
"1374","338) Hyper-Reflective Foci in Intermediate Age-Related Macular Degeneration: Spatial Abundance and Impact on Retinal Morphology.","Mandy K Biles","Kristina M Visscher","Investigative ophthalmology & visual science",2023,"Mandy","female",96,16209,"Kristina","female",98,18828
"1375","339) Training With Simulated Scotoma Leads to Behavioral Improvements Through at Least Two Distinct Mechanisms.","Jiaxing Zhou","Jian Ye","Investigative ophthalmology & visual science",2023,"Jiaxing","male",89,27,"Jian","male",90,1216
"1376","340) Microglial CD11b Knockout Contributes to Axonal Debris Clearance and Axonal Degradation Attenuation via IGF-1 After Acute Optic Nerve Injury.","Hannan Xu","Xun Xu","Investigative ophthalmology & visual science",2023,"Hannan","male",51,728,"Xun","male",78,162
"1377","341) Potential Choroidal Mechanisms Underlying Atropine's Antimyopic and Rebound Effects: A Mediation Analysis in a Randomized Clinical Trial.","Annika Guntermann","Caroline May","Investigative ophthalmology & visual science",2023,"Annika","female",99,13764,"Caroline","female",98,47275
"1378","342) Investigation of Inter- and Intra-Day Variability of Tear Fluid Regarding Flow Rate, Protein Concentration as well as Protein Composition.","Sandeep Kumar","Stewart A Bloomfield","Investigative ophthalmology & visual science",2023,"Sandeep","male",99,24024,"Stewart","male",99,6409
"1379","343) Neuroprotection of Retinal Ganglion Cells Suppresses Microglia Activation in a Mouse Model of Glaucoma.","Yannis Rigas","Anthony J St Leger","Investigative ophthalmology & visual science",2023,"Yannis","male",92,2323,"Anthony","male",99,85303
"1380","344) Genetic Manipulation of Corynebacterium mastitidis to Better Understand the Ocular Microbiome.","Mark L Derbyshire","Andrea S Viczian","Investigative ophthalmology & visual science",2023,"Mark","male",80,5,"Andrea","female",54,161059
"1381","346) Choriocapillaris, Photoreceptors, and Inner Retinal Layer in Spatial Relationship to Parapapillary Alpha, Beta, Gamma, and Delta Zones.","Sungsoon Hwang","Dong Hui Lim","Investigative ophthalmology & visual science",2023,"Sungsoon","male",100,5,"Dong","male",87,2212
"1382","347) Diabetes-Related Risk Factors for Exudative Age-Related Macular Degeneration: A Nationwide Cohort Study of a Diabetic Population.","Yiyi Wang","William S Tuten","Investigative ophthalmology & visual science",2023,"Yiyi","female",81,551,"William","male",99,67797
"1383","349) An Analysis of the Effect of ABCA4 p.Asn1868Ile Genotypes on Retinal Structure in 26,558 Participants in the UK Biobank.","Jacob Drachmann","Toke Bek","Investigative ophthalmology & visual science",2023,"Jacob","male",99,25605,"Toke","male",61,163
"1384","351) The TCF4 Trinucleotide Repeat Expansion of Fuchs' Endothelial Corneal Dystrophy: Implications for the Anterior Segment of the Eye.","Carol L Shields","Philip W Dockery","Investigative ophthalmology & visual science",2023,"Carol","female",97,29790,"Philip","male",99,21773
"1385","352) Conditional Metastasis of Uveal Melanoma in 8091 Patients over Half-Century (51 Years) by Age Group: Assessing the Entire Population and the Extremes of Age.","Qihang Sun","Lixia Luo","Investigative ophthalmology & visual science",2023,"Qihang","male",100,8,"Lixia","female",90,41
"1386","353) JAM-C Is Important for Lens Epithelial Cell Proliferation and Lens Fiber Maturation in Murine Lens Development.","Zhenghua Lin","Weizhong Lan","Investigative ophthalmology & visual science",2023,"Zhenghua","male",79,24,"Weizhong","male",100,16
"1387","354) Relative Myopic Defocus in the Superior Retina as an Indicator of Myopia Development in Children.","Enrico Bortoletto","Umberto Rosani","Investigative ophthalmology & visual science",2023,"Enrico","male",99,21620,"Umberto","male",99,6217
"1388","355) Meta-Analysis of Keratoconus Transcriptomic Data Revealed Altered RNA Editing Levels Impacting Keratin Genomic Clusters.","Donald C Hood","Emmanouil Tsamis","Investigative ophthalmology & visual science",2023,"Donald","male",99,12793,"Emmanouil","male",99,143
"1389","356) A Model of Progression to Help Identify Macular Damage Due to Glaucoma.","Meng Ye","Yin Zhao","Investigative ophthalmology & visual science",2023,"Meng","male",61,1052,"Yin","female",56,1172
"1390","357) TBK1 Knockdown Alleviates Axonal Transport Deficits in Retinal Ganglion Cells Via mTORC1 Activation in a Retinal Damage Mouse Model.","Xingzheng Pan","Thomas W White","Investigative ophthalmology & visual science",2023,"Xingzheng","male",100,4,"Thomas","male",99,129177
"1391","358) Age-Dependent Changes in the Water Content and Optical Power of the In Vivo Mouse Lens Revealed by Multi-Parametric MRI and Optical Modeling.","Matthew D Benson","Catherine A Cukras","Investigative ophthalmology & visual science",2023,"Matthew","male",100,51412,"Catherine","female",98,41180
"1392","359) RPGR: Deep Phenotyping and Genetic Characterization With Findings Specific to the 3'-end of ORF15.","Sadia T Islam","Velia M Fowler","Investigative ophthalmology & visual science",2023,"Sadia","female",94,2150,"Velia","female",97,220
"1393","360) Nonmuscle Myosin IIA Regulates the Precise Alignment of Hexagonal Eye Lens Epithelial Cells During Fiber Cell Formation and Differentiation.","Xinqi Ma","Xiaofeng Lin","Investigative ophthalmology & visual science",2023,"Xinqi","female",57,7,"Xiaofeng","male",78,167
"1394","361) Silibinin Prevents TGFβ-Induced EMT of RPE in Proliferative Vitreoretinopathy by Inhibiting Stat3 and Smad3 Phosphorylation.","Yun Zhang","Shengyong Yang","Investigative ophthalmology & visual science",2023,"Yun","male",51,1517,"Shengyong","male",100,9
"1395","362) Targeting Noncanonical Pyroptosis With a Small Molecular Inhibitor Alleviates Inflammation in the LPS-Induced Keratitis Mouse Model.","Bi Ning Zhang","Qingjun Zhou","Investigative ophthalmology & visual science",2023,"Bi","male",59,1024,"Qingjun","male",83,6
"1396","363) Norepinephrine as the Intrinsic Contributor to Contact Lens-Induced Pseudomonas aeruginosa Keratitis.","Jinyue Dai","Chun Zhang","Investigative ophthalmology & visual science",2023,"Jinyue","female",88,8,"Chun","male",73,905
"1397","364) Investigating the Impact of Sun/UV Protection and Ease of Skin Tanning on the Risk of Pseudoexfoliation Glaucoma: A Mendelian Randomization Study.","Leslie Guadron","Jeroen Goossens","Investigative ophthalmology & visual science",2023,"Leslie","female",81,14894,"Jeroen","male",99,7417
"1398","365) The Saccade Main Sequence in Patients With Retinitis Pigmentosa and Advanced Age-Related Macular Degeneration.","Li Dong","Wen-Bin Wei","Investigative ophthalmology & visual science",2023,"Li","female",51,4165,"Wen-Bin","male",100,5
"1399","366) Intravitreal Short-Hairpin RNA Attenuated Adeno-Associated Virus-Induced Knockdown of Amphiregulin and Axial Elongation in Experimental Myopia.","Niklas Domdei","Wolf M Harmening","Investigative ophthalmology & visual science",2023,"Niklas","male",99,4936,"Wolf","male",80,5
"1400","367) Cone Density Is Correlated to Outer Segment Length and Retinal Thickness in the Human Foveola.","Jie Shi","Yang Li","Investigative ophthalmology & visual science",2023,"Jie","male",61,1651,"Yang","male",67,4256
"1401","368) Comprehensive Genetic Analysis Unraveled the Missing Heritability and a Founder Variant of BEST1 in a Chinese Cohort With Autosomal Recessive Bestrophinopathy.","Gabriel E Bertolesi","Sarah McFarlane","Investigative ophthalmology & visual science",2023,"Gabriel","male",99,59297,"Sarah","female",98,127408
"1402","369) Differential Eye Expression of Xenopus Acyltransferase Gnpat and Its Biochemical Characterization Shed Light on Lipid-Associated Ocular Pathologies.","Siyan Li","Yun-E Zhao","Investigative ophthalmology & visual science",2023,"Siyan","male",80,290,"Yun-E","male",51,1527
"1403","370) Unsupervised Learning Based on Meibography Enables Subtyping of Dry Eye Disease and Reveals Ocular Surface Features.","Samantha Sze-Yee Lee","David A Mackey","Investigative ophthalmology & visual science",2023,"Samantha","female",98,35715,"David","male",99,381770
"1404","371) Changes in Refractive Error During Young Adulthood: The Effects of Longitudinal Screen Time, Ocular Sun Exposure, and Genetic Predisposition.","Jack Quach","Jayme R Vianna","Investigative ophthalmology & visual science",2023,"Jack","male",97,59917,"Jayme","female",76,5523
"1405","373) Association of Ocular Surface Immune Cells With Dry Eye Signs and Symptoms in the Dry Eye Assessment and Management (DREAM) Study.","Bing Li","Xiaomin Zhang","Investigative ophthalmology & visual science",2023,"Bing","male",63,1057,"Xiaomin","female",74,66
"1406","374) Plasma-Derived Small Extracellular Vesicles From VKH Patients Suppress T Cell Proliferation Via MicroRNA-410-3p Modulation of CXCL5 Axis.","Viet Q Chau","Curtis R Brandt","Investigative ophthalmology & visual science",2023,"Viet","male",92,1599,"Curtis","male",99,5916
"1407","375) Phylogenetic and Genomic Characterization of Whole Genome Sequences of Ocular Herpes Simplex Virus Type 1 Isolates Identifies Possible Virulence Determinants in Humans.","Martin Hein","Chandrakumar Balaratnasingam","Investigative ophthalmology & visual science",2023,"Martin","male",98,139211,"Chandrakumar","male",100,63
"1408","376) Variability in Capillary Perfusion Is Increased in Regions of Retinal Ischemia Due to Branch Retinal Vein Occlusion.","Simon T Gustavsson","Gauti Jóhannesson","Investigative ophthalmology & visual science",2023,"Simon","male",98,57458,"Gauti","male",100,38
"1409","377) Nicotinamide Prevents Retinal Vascular Dropout in a Rat Model of Ocular Hypertension and Supports Ocular Blood Supply in Glaucoma Patients.","An-Ning Chao","Hatem Krema","Investigative ophthalmology & visual science",2023,"An-Ning","female",57,7504,"Hatem","male",98,5147
"1410","378) Cytogenetic Abnormalities for Predicting the Risk of Metastases in Choroidal and Ciliary Body Melanoma.","Janice X Ong","Amani A Fawzi","Investigative ophthalmology & visual science",2023,"Janice","female",98,7676,"Amani","female",80,9319
"1411","379) Optical Coherence Tomography Angiography of Volumetric Arteriovenous Relationships in the Healthy Macula and Their Derangement in Disease.","Yuan Yin","Shiwei Huang","Investigative ophthalmology & visual science",2023,"Yuan","male",53,1747,"Shiwei","male",78,45
"1412","380) High-Throughput Sequencing Data Reveal an Antiangiogenic Role of HNF4A-Mediated CACNA1A/VEGFA Axis in Proliferative Diabetic Retinopathy.","Santiago Zugbi","Paula Schaiquevich","Investigative ophthalmology & visual science",2023,"Santiago","male",99,18064,"Paula","female",98,51503
"1413","382) Variability of Vascular Reactivity in the Retina and Choriocapillaris to Oxygen and Carbon Dioxide Using Optical Coherence Tomography Angiography.","Marlies Gijs","Rudy M M A Nuijts","Investigative ophthalmology & visual science",2023,"Marlies","female",98,1237,"Rudy","male",97,12850
"1414","383) Tear Fluid Inflammatory Proteome Analysis Highlights Similarities Between Keratoconus and Allergic Conjunctivitis.","Yun Hsia","Shu-Lang Liao","Investigative ophthalmology & visual science",2023,"Yun","male",51,1517,"Shu-Lang","male",66,1545
"1415","384) The Changes in Ocular Biomechanical Response Parameters and Intraocular Pressure After Surgical Treatment for Thyroid Eye Disease.","Alessandro Arrigo","Maurizio Battaglia Parodi","Investigative ophthalmology & visual science",2023,"Alessandro","male",99,79631,"Maurizio","male",99,24776
"1416","385) The Clinical Role of the Choroidal Assessment in High Myopia: Characteristics and Association With Neovascular and Atrophic Complications.","Zachary Mahoun","Alexandre Matet","Investigative ophthalmology & visual science",2023,"Zachary","male",100,7365,"Alexandre","male",99,52132
"1417","387) Association of Age-Related Macular Degeneration with a Blood Biomarker of Lipopolysaccharide, a Gut Bacterial Proinflammatory Toxin.","Yan Guo","Yanbing Li","Investigative ophthalmology & visual science",2023,"Yan","male",75,8519,"Yanbing","male",73,11
"1418","389) Time Spent Outdoors Partly Accounts for the Effect of Education on Myopia.","Bita Esmaeli","Bita Esmaeli","Investigative ophthalmology & visual science",2023,"Bita","female",91,793,"Bita","female",91,793
"1419","390) Immune Checkpoint Inhibitor Therapy for Orbital and Ocular Adnexal Squamous Cell Carcinomas: International Society of Ocular Oncology President's Lecture, 2022.","Rabia Mobeen","Blanka Golebiowski","Investigative ophthalmology & visual science",2023,"Rabia","female",91,5872,"Blanka","female",99,6247
"1420","391) Epithelial Immune Cell Response to Initial Soft Contact Lens Wear in the Human Corneal and Conjunctival Epithelium.","Aina Bonet","Jesús Ruberte","Investigative ophthalmology & visual science",2023,"Aina","female",83,2412,"JesÃºs","male",75,4
"1421","392) Ferritin But Not Iron Increases in Retina Upon Systemic Iron Overload in Diabetic and Iron-Dextran Injected Mice.","Xi Peng","Ming-Chang Zhang","Investigative ophthalmology & visual science",2023,"Xi","male",52,575,"Ming-Chang","male",100,9
"1422","393) Isolation and Culture of Human Meibomian Gland Ductal Cells.","Hanhan Shi","Xianqun Fan","Investigative ophthalmology & visual science",2023,"Hanhan","male",63,87,"Xianqun","male",75,4
"1423","394) The Use of rAAV2-RB1-Mediated Gene Therapy in Retinoblastoma.","Sarah Vos","Carlos S Subauste","Investigative ophthalmology & visual science",2023,"Sarah","female",98,127408,"Carlos","male",99,174998
"1424","395) CD40 Upregulation in the Retina of Patients With Diabetic Retinopathy: Association With TRAF2/TRAF6 Upregulation and Inflammatory Molecule Expression.","Mattan Arazi","Oded Sagiv","Investigative ophthalmology & visual science",2023,"Mattan","male",88,25,"Oded","male",99,251
"1425","396) Study in Patients With Unilateral Horner Syndrome Supports the Role of Müller's Muscle in the Eyelid-Dark Reflex.","Giovanni Montesano","Francesco Oddone","Investigative ophthalmology & visual science",2023,"Giovanni","male",99,71282,"Francesco","male",99,74458
"1426","397) Spatial Summation in the Glaucomatous Macula: A Link With Retinal Ganglion Cell Damage.","Viktoria Kim","Claudia H D Le Guin","Investigative ophthalmology & visual science",2023,"Viktoria","female",98,4545,"Claudia","female",98,72003
"1427","400) Three-Dimensional Ultrasound Elastography Detects Age-Related Increase in Anterior Peripapillary Sclera and Optic Nerve Head Compression During IOP Elevation.","Joshua Glass","Shruti Sharma","Investigative ophthalmology & visual science",2023,"Joshua","male",100,35201,"Shruti","female",99,3562
"1428","401) Diabetic Müller-Glial-Cell-Specific Il6ra Knockout Mice Exhibit Accelerated Retinal Functional Decline and Thinning of the Inner Nuclear Layer.","Xiaojie Xu","Yi Y Zuo","Investigative ophthalmology & visual science",2023,"Xiaojie","male",58,65,"Yi","male",63,1397
"1429","402) Comparative Biophysical Study of Meibomian Lipids of Wild Type and Soat1-Null Mice: Implications to Meibomian Gland Dysfunction and Dry Eye Disease.","Ling Gong","Jiawei Zhou","Investigative ophthalmology & visual science",2023,"Ling","female",79,2215,"Jiawei","male",79,127
"1430","403) The Suppressive Basis of Ocular Dominance Changes Induced by Short-Term Monocular Deprivation in Normal and Amblyopic Adults.","Joseph L Demer","Robert A Clark","Investigative ophthalmology & visual science",2023,"Joseph","male",99,63161,"Robert","male",99,145540
"1431","404) Letter Regarding Adade and Das ""Investigation of Selective Innervation of Extraocular Muscle Compartments"".","Piotr Kanclerz","Raimo Tuuminen","Investigative ophthalmology & visual science",2023,"Piotr","male",99,45729,"Raimo","male",99,336
"1432","405) Is Occasional Alcohol Drinking and Smoking Related to the Development of Age-Related Cataract?","Stuart K Gardiner","Brad Fortune","Investigative ophthalmology & visual science",2023,"Stuart","male",99,12253,"Brad","male",100,15977
"1433","406) Retinal Vessel Pulsatile Characteristics Associated With Vascular Stiffness Can Predict the Rate of Functional Progression in Glaucoma Suspects.","Bogale Aredo","Rafael L Ufret-Vincenty","Investigative ophthalmology & visual science",2023,"Bogale","male",100,15,"Rafael","male",99,52197
"1434","407) Single Cell RNA Sequencing Analysis of Mouse Retina Identifies a Subpopulation of Muller Glia Involved in Retinal Recovery From Injury in the FCD-LIRD Model.","Ryo Tomita","Takeshi Iwase","Investigative ophthalmology & visual science",2023,"Ryo","male",97,2815,"Takeshi","male",99,1290
"1435","408) Narrowing Ratio of Retinal Veins at Arteriovenous Crossing in Patients With Branch Retinal Vein Occlusion Versus That in Healthy Individuals.","Allen Taylor","Elizabeth A Whitcomb","Investigative ophthalmology & visual science",2023,"Allen","male",96,10293,"Elizabeth","female",99,44677
"1436","409) Repurposing a Cyclin-Dependent Kinase 1 (CDK1) Mitotic Regulatory Network to Complete Terminal Differentiation in Lens Fiber Cells.","Hao-Kai Chuang","De-Kuang Hwang","Investigative ophthalmology & visual science",2023,"Hao-Kai","male",89,13362,"De-Kuang","male",71,5277
"1437","410) TMEM132D and VIPR2 Polymorphisms as Genetic Risk Loci for Retinal Detachment: A Genome-Wide Association Study and Polygenic Risk Score Analysis.","Yuhang Li","Min Chen","Investigative ophthalmology & visual science",2023,"Yuhang","male",84,38,"Min","male",65,4933
"1438","411) Comparison Between Two Types of Viral-Induced Anterior Uveitis In Vitro and In Vivo: A Stronger Response in Herpes Simplex Virus Type 1 Than in Murine Cytomegalovirus.","Enrico Borrelli","Francesco Bandello","Investigative ophthalmology & visual science",2023,"Enrico","male",99,21620,"Francesco","male",99,74458
"1439","412) Capturing the Transition From Intermediate to Neovascular AMD: Longitudinal Inner Retinal Thinning and Factors Associated With Neuronal Loss.","Xiaohu Ding","Yizhi Liu","Investigative ophthalmology & visual science",2023,"Xiaohu","male",100,37,"Yizhi","male",87,15
"1440","413) The Causal Effect of Education on Myopia: Evidence That More Exposure to Schooling, Rather Than Increased Age, Causes the Onset of Myopia.","Siyu He","Zhijie Li","Investigative ophthalmology & visual science",2023,"Siyu","female",65,103,"Zhijie","male",95,41
"1441","414) Sympathetic Nerves Coordinate Corneal Epithelial Wound Healing by Controlling the Mobilization of Ly6Chi Monocytes From the Spleen to the Injured Cornea.","Ryan Salvador","Rachel R Caspi","Investigative ophthalmology & visual science",2023,"Ryan","male",99,64450,"Rachel","female",98,41104
"1442","415) Too Much of a Good Thing: Extended Duration of Gut Microbiota Depletion Reverses Protection From Experimental Autoimmune Uveitis.","Patrick A Sibony","Brandon R Macias","Investigative ophthalmology & visual science",2023,"Patrick","male",99,118290,"Brandon","male",100,29118
"1443","416) Author Response: The Posterior Displacement of the Bruch's Membrane Opening: A Surprising Finding in Spaceflight-Associated Neuro-Ocular Syndrome.","Vallabh E Das","Samuel Adade","Investigative ophthalmology & visual science",2023,"Vallabh","male",100,100,"Samuel","male",99,59149
"1444","417) Author Response to Letter Regarding IOVS Publication ""Investigation of Selective Innervation of Extraocular Muscle"".","Hana Morin","Martin Šín","Investigative ophthalmology & visual science",2023,"Hana","female",98,30863,"Martin","male",98,139211
"1445","418) Correlation Between Vitreous Level of Angiogenic Growth Factors and Oxygen Saturation in Retinal Vessels in Diabetic Retinopathy.","Peter Wostyn","Thomas H Mader","Investigative ophthalmology & visual science",2023,"Peter","male",99,146529,"Thomas","male",99,129177
"1446","419) The Posterior Displacement of the Bruch's Membrane Opening: A Surprising Finding in Spaceflight-Associated Neuro-Ocular Syndrome.","Martin Kristiansen","Gauti Jóhannesson","Investigative ophthalmology & visual science",2023,"Martin","male",98,139211,"Gauti","male",100,38
"1447","420) Erratum in: Editorial: International Myopia Institute White Paper Series 2023.","Yin Guo","Lijuan Wu","Investigative ophthalmology & visual science",2023,"Yin","female",56,1172,"Lijuan","female",98,60
"1448","421) Optic Nerve Subarachnoid Space Posture Dependency - An MRI Study in Subjects With Normal Tension Glaucoma and Healthy Controls.","Ke Zhang","Shuyi Chen","Investigative ophthalmology & visual science",2023,"Ke","male",75,808,"Shuyi","female",82,51
"1449","422) Parapapillary βBM and γ Zones Played Different Roles in Axial Elongation Among Young Adolescents Using Optical Coherence Tomography.","Jiun L Do","Derek S Welsbie","Investigative ophthalmology & visual science",2023,"Jiun","male",56,55,"Derek","male",99,15838
"1450","423) Retinal Ganglion Cell Fate Induction by Ngn-Family Transcription Factors.","Zhi Xie","Xu Zhang","Investigative ophthalmology & visual science",2023,"Zhi","male",79,379,"Xu","male",67,850
"1451","424) Erratum in: Ocular Deformations in Spaceflight-Associated Neuro-Ocular Syndrome and Idiopathic Intracranial Hypertension.","Jing Feng","Qingjun Zhou","Investigative ophthalmology & visual science",2023,"Jing","female",75,2534,"Qingjun","male",83,6
"1452","425) Mechanical Disruption of the Inner Limiting Membrane In Vivo Enhances Targeting to the Inner Retina.","Maximilian Lindell","Andreas Pollreisz","Investigative ophthalmology & visual science",2023,"Maximilian","male",99,5404,"Andreas","male",99,44818
"1453","426) Resveratrol Alleviates Retinal Ischemia-Reperfusion Injury by Inhibiting the NLRP3/Gasdermin D/Caspase-1/Interleukin-1β Pyroptosis Pathway.","Dao-Yi Yu","William H Morgan","Investigative ophthalmology & visual science",2023,"Dao-Yi","male",57,2687,"William","male",99,67797
"1454","427) Loss of TRPM8 Exacerbate Herpes Simplex Keratitis Infection in Mice by Promoting the Infiltration of CD11b+ Ly6G+ Cells and Increasing the Viral Load in the Cornea.","Arina Korneva","Thao D Nguyen","Investigative ophthalmology & visual science",2023,"Arina","female",97,1441,"Thao","female",81,3116
"1455","428) Erratum in: IMI-Global Trends in Myopia Management Attitudes and Strategies in Clinical Practice-2022 Update.","Randa T H Li","Artur V Cideciyan","Investigative ophthalmology & visual science",2023,"Randa","female",90,1591,"Artur","male",99,24643
"1456","1) Rhodopsin, light-sensor of vision.","Klaus Peter Hofmann","Trevor D Lamb","Progress in retinal and eye research",2023,"Klaus","male",98,13207,"Trevor","male",99,10360
"1457","2) The role of the gut microbiome in eye diseases.","Denise C Zysset-Burri","Martin S Zinkernagel","Progress in retinal and eye research",2023,"Denise","female",98,29702,"Martin","male",98,139211
"1458","3) Glaucomatous optic neuropathy: Mitochondrial dynamics, dysfunction and protection in retinal ganglion cells.","Won-Kyu Ju","Soo-Ho Choi","Progress in retinal and eye research",2023,"Won-Kyu","male",83,826,"Soo-Ho","male",67,2925
"1459","5) Towards a better understanding of non-exudative choroidal and macular neovascularization.","Riccardo Sacconi","Giuseppe Querques","Progress in retinal and eye research",2023,"Riccardo","male",99,22261,"Giuseppe","male",99,72416
"1460","6) Activation of retinal glial cells contributes to the degeneration of ganglion cells in experimental glaucoma.","Yanying Miao","Xiong-Li Yang","Progress in retinal and eye research",2023,"Yanying","female",86,14,"Xiong-Li","female",51,4372
"1461","7) The lens epithelium as a major determinant in the development, maintenance, and regeneration of the crystalline lens.","Zhenzhen Liu","Yizhi Liu","Progress in retinal and eye research",2023,"Zhenzhen","female",93,57,"Yizhi","male",87,15
"1462","8) Neville Osborne - Editor-in-Chief of Progress in Retinal and Eye Research for 40 years.","Leopold Schmetterer","Joel Schuman","Progress in retinal and eye research",2023,"Leopold","male",97,1226,"Joel","male",99,40697
"1463","9) Neurovascular dysfunction in glaucoma.","Luis Alarcon-Martinez","Adriana Di Polo","Progress in retinal and eye research",2023,"Luis","male",99,120090,"Adriana","female",98,39712
"1464","10) Homeostatic plasticity in the retina.","Michael J Fitzpatrick","Daniel Kerschensteiner","Progress in retinal and eye research",2023,"Michael","male",99,211741,"Daniel","male",99,257742
"1465","11) Non-canonical Wnt signaling in the eye.","Ruchi Shah","Alexander V Ljubimov","Progress in retinal and eye research",2023,"Ruchi","female",98,1697,"Alexander","male",99,56237
"1466","12) Endpoints for clinical trials in ophthalmology.","Leopold Schmetterer","Felipe A Medeiros","Progress in retinal and eye research",2023,"Leopold","male",97,1226,"Felipe","male",99,29541
"1467","13) Amblyopia and the whole child.","Eileen E Birch","Krista R Kelly","Progress in retinal and eye research",2023,"Eileen","female",99,5020,"Krista","female",98,4067
"1468","14) Retinal TRP channels: Cell-type-specific regulators of retinal homeostasis and multimodal integration.","David Križaj","Olaf Strauß","Progress in retinal and eye research",2023,"David","male",99,381770,"Olaf","male",98,4079
"1469","15) Familial normal tension glaucoma genetics.","Austin R Fox","John H Fingert","Progress in retinal and eye research",2023,"Austin","male",98,13103,"John","male",99,219085
"1470","16) The multifunctional human ocular melanocortin system.","Chieh-Lin Stanley Wu","Michele C Madigan","Progress in retinal and eye research",2023,"Chieh-Lin","female",58,6538,"Michele","male",72,60021
"1471","17) Consensus and controversies in the science of endophthalmitis management: Basic research and clinical perspectives.","Taraprasad Das","Harry Flynn","Progress in retinal and eye research",2023,"Taraprasad","male",100,11,"Harry","male",98,24473
"1472","18) In vivo application of base and prime editing to treat inherited retinal diseases.","Dong Hyun Jo","Jeong Hun Kim","Progress in retinal and eye research",2023,"Dong","male",87,2212,"Jeong","male",79,463
"1473","19) Optical coherence tomography angiography in diabetic retinopathy.","Nadia K Waheed","Elizabeth Pearce","Progress in retinal and eye research",2023,"Nadia","female",98,44706,"Elizabeth","female",99,44677
"1474","20) Therapy with voretigene neparvovec. How to measure success?","Krunoslav Stingl","Katarina Stingl","Progress in retinal and eye research",2023,"Krunoslav","male",100,158,"Katarina","female",98,7875
"1475","21) Studies of the retinal microcirculation using human donor eyes and high-resolution clinical imaging: Insights gained to guide future research in diabetic retinopathy.","Chandrakumar Balaratnasingam","Dao-Yi Yu","Progress in retinal and eye research",2023,"Chandrakumar","male",100,63,"Dao-Yi","male",57,2687
