"","Title","First Author","Last Author","Journal","Year","First Author First Name","First Author Gender","First Author Accuracy","First Author Samples","Last Author First Name","Last Author Gender","Last Author Accuracy","Last Author Samples"
"1749","823) Assessing bulk emulsification at the silicone oil - saline solution interface in a 3D model of the eye.","Kristoffer Nissen","Daniella Bach-Holm","Acta ophthalmologica",2021,"Kristoffer","male",100,2865,"Daniella","female",99,10100
"1750","824) Three-dimensional design of a geometric model for an ocular prosthesis in ex vivo anophthalmic socket models.","Vivian Schreur","B Jeroen Klevering","Acta ophthalmologica",2021,"Vivian","female",93,12465,"B","male",83,35
"1751","826) Age-related macular degeneration in a randomized trial of selenium and vitamin E in men: the Select Eye Endpoints (SEE) study (SWOG S0000B).","Fleur L Fisher","Wouter R van Furth","Acta ophthalmologica",2021,"Fleur","female",97,3445,"Wouter","male",100,2840
"1752","827) The effect of orally administered glycerol on anterior chamber depth during cataract surgery in eyes with narrow anterior chambers.","Sina Elahi","Kaweh Mansouri","Acta ophthalmologica",2021,"Sina","male",63,5878,"Kaweh","male",100,23
"1753","828) Long-term outcomes of vitrectomy for proliferative diabetic retinopathy.","Ahmed M Abu El-Asrar","Einar Stefánsson","Acta ophthalmologica",2021,"Ahmed","male",98,156416,"Einar","male",99,564
"1754","829) The value of choroidal thickness in diabetic macular oedema is contradictory.","Aldina Pivodic","Ann Hellström","Acta ophthalmologica",2021,"Aldina","female",96,336,"Ann","female",97,23825
"1755","830) Surgery as a safe and effective treatment option for spheno-orbital meningioma: a systematic review and meta-analysis of surgical techniques and outcomes.","Mira Siiskonen","Nina Hautala","Acta ophthalmologica",2021,"Mira","female",85,13186,"Nina","female",98,42386
"1756","831) Outcomes of pattern scanning laser trabeculoplasty and selective laser trabeculoplasty: Results from the lausanne laser trabeculoplasty registry.","Yoav Nahum","Eitan Livny","Acta ophthalmologica",2021,"Yoav","male",99,368,"Eitan","male",99,345
"1757","832) Effect of immunosuppressive therapy on oxygen saturation and diameter of retinal vessels in initial onset acute uveitis associated with Vogt-Koyanagi-Harada disease.","Hyung Bin Lim","Jung Yeul Kim","Acta ophthalmologica",2021,"Hyung","male",93,145,"Jung","male",71,1477
"1758","833) Validation of the Retinopathy of Prematurity Activity Scale (ROP-ActS) using retrospective clinical data.","Maria Della Volpe Waizel","Margarita G Todorova","Acta ophthalmologica",2021,"Maria","female",97,245074,"Margarita","female",99,15240
"1759","834) Prevalence, incidence and epidemiology of childhood uveitis.","Shih-Feng Weng","Yuh-Shin Chang","Acta ophthalmologica",2021,"Shih-Feng","male",100,3,"Yuh-Shin","male",79,2260
"1760","835) Real-time intraoperative ultrasound biomicroscopy for determining graft orientation during Descemet's membrane endothelial keratoplasty.","Ulrike Hampel","Alexander K Schuster","Acta ophthalmologica",2021,"Ulrike","female",88,3314,"Alexander","male",99,56237
"1761","836) A comparison of choroidal thicknesses between pachychoroid and normochoroid eyes acquired from wide-field swept-source OCT.","Yi-Ting Hsieh","Ming-Chia Hsieh","Acta ophthalmologica",2021,"Yi-Ting","female",88,52,"Ming-Chia","male",71,3411
"1762","837) Retinal vessel oximetry in children with inherited retinal diseases.","Agni Malmin","Vegard Asgeir Forsaa","Acta ophthalmologica",2021,"Agni","male",55,316,"Vegard","male",100,299
"1763","839) Prevalence of pterygium and identification of associated factors in a German population - results from the Gutenberg Health Study.","Carlos Méndez Mangana","Rafael I Barraquer","Acta ophthalmologica",2020,"Carlos","male",99,174998,"Rafael","male",99,52197
"1764","840) Time-sequential correlations between diabetic kidney disease and diabetic retinopathy in type 2 diabetes - an 8-year prospective cohort study.","Jacqueline Chua","Leopold Schmetterer","Acta ophthalmologica",2020,"Jacqueline","female",98,23327,"Leopold","male",97,1226
"1765","841) Twenty years of endophthalmitis: Incidence, aetiology and clinical outcome.","Eirini Kaisari","Aki Kawasaki","Acta ophthalmologica",2020,"Eirini","female",98,979,"Aki","male",72,2528
"1766","842) The occurrence of optic disc haemorrhage in primary open-angle glaucoma eyes with lower normal pressure and its relating factors.","Louis Arnould","Catherine Creuzot-Garcher","Acta ophthalmologica",2020,"Louis","male",97,22473,"Catherine","female",98,41180
"1767","843) Episcleritis as an ocular manifestation in a patient with COVID-19.","Therese Krarup","Morten la Cour","Acta ophthalmologica",2020,"Therese","female",98,5209,"Morten","male",100,3238
"1768","844) Letter to the Editor on 'Retinal microvascular attenuation in mental cognitive impairment and Alzheimer's disease by optical coherence tomography angiography'.","Sebastian Dinesen","Jakob Grauslund","Acta ophthalmologica",2020,"Sebastian","male",99,47850,"Jakob","male",100,7341
"1769","845) B12 deficiency, optic neuropathy and cyanocobalamin nasal spray.","Elias Flockerzi","Berthold Seitz","Acta ophthalmologica",2020,"Elias","male",99,21248,"Berthold","male",100,302
"1770","846) Diagnostic ability of spectral-domain optical coherence tomography peripapillary retinal nerve fiber layer thickness to discriminate glaucoma patients from controls in an elderly population (The MONTRACHET study).","Svein Estil","Einar Stefánsson","Acta ophthalmologica",2020,"Svein","male",98,533,"Einar","male",99,564
"1771","847) Monocular and binocular end-points after epiretinal membrane surgery and their correlation to patient-reported outcomes.","Jakob Siedlecki","Nikolaus Luft","Acta ophthalmologica",2020,"Jakob","male",100,7341,"Nikolaus","male",99,447
"1772","849) Structural changes in the corneal subbasal nerve plexus in keratoconus.","Anna H Brouwer","Joke H de Boer","Acta ophthalmologica",2020,"Anna","female",98,184560,"Joke","female",80,5
"1773","850) Diabetic eye screening with variable screening intervals based on individual risk factors is safe and effective in ophthalmic practice.","Mia N Jensen","Flemming Møller","Acta ophthalmologica",2020,"Mia","female",97,13815,"Flemming","male",100,851
"1774","851) Corneal wavefront aberrations and subjective quality of vision after small incision lenticule extraction.","Yoshikuni Arakaki","Makoto Araie","Acta ophthalmologica",2020,"Yoshikuni","male",81,16,"Makoto","male",96,1440
"1775","853) Electroretinogram abnormalities in non-infectious uveitis often persist.","Gyu-Nam Kim","Tae-Woo Kim","Acta ophthalmologica",2020,"Gyu-Nam","male",79,5673,"Tae-Woo","male",100,5
"1776","854) Variations in keratometric values (K-value) after administration of three different eye drops - effects on the intraocular lens calculations in relation to cataract surgery.","Birgitte Romme Nielsen","Morten la Cour","Acta ophthalmologica",2020,"Birgitte","female",99,413,"Morten","male",100,3238
"1777","855) Pseudoexfoliation syndrome and relating factors in a rural Japanese population: the Kumejima Study.","Gauti Jóhannesson","Einar Stefánsson","Acta ophthalmologica",2020,"Gauti","male",100,38,"Einar","male",99,564
"1778","857) Parapapillary choroidal microvasculature dropout in nonglaucomatous healthy eyes.","Stefan Kassumeh","Andreas Ohlmann","Acta ophthalmologica",2020,"Stefan","male",98,50890,"Andreas","male",99,44818
"1779","858) The incidence of rhegmatogenous retinal detachment is increasing.","Gemma S L Manasseh","Jonathan Luck","Acta ophthalmologica",2020,"Gemma","female",99,13873,"Jonathan","male",99,84386
"1780","859) Can postoperative dexamethasone nanoparticle eye drops replace mitomycin C in trabeculectomy?","Yoko Ikeda","Kazuhiko Mori","Acta ophthalmologica",2020,"Yoko","female",81,1410,"Kazuhiko","male",99,192
"1781","861) Ex vivo excimer laser ablation of cornea guttata and ROCK inhibitor-aided endothelial recolonization of ablated central cornea.","Sherin Hassan Sadek","Maha Mohamed Youssef","Acta ophthalmologica",2020,"Sherin","female",66,841,"Maha","female",89,6575
"1782","862) Pseudophakic negative dysphotopsia and intraocular lens orientation: a prospective double-masked randomized controlled trial.","Xin Ye","Lijun Shen","Acta ophthalmologica",2020,"Xin","male",52,1659,"Lijun","female",51,122
"1783","863) Longitudinal seasonal variations of intraocular pressure in primary open-angle glaucoma patients as revealed by real-world data.","Lena Havstam Johansson","Madeleine Zetterberg","Acta ophthalmologica",2020,"Lena","female",98,20608,"Madeleine","female",99,10013
"1784","864) An analysis of the effectiveness outcomes of economic studies evaluating ophthalmic drugs: a systematic review.","Laura Dallorto","Sophie Bonnin","Acta ophthalmologica",2020,"Laura","female",98,163073,"Sophie","female",98,54216
"1785","865) Anterior chamber granuloma: conservative treatment versus surgical intervention.","Gabriele E Lang","Sandra Liakopoulos","Acta ophthalmologica",2020,"Gabriele","male",83,20793,"Sandra","female",98,133088
"1786","866) Association of sex with the global burden of glaucoma: an analysis from the global burden of disease study 2017.","Cristina González-Gonzalo","Clara I Sánchez","Acta ophthalmologica",2020,"Cristina","female",98,70974,"Clara","female",97,22929
"1787","868) Retinal microvasculature in pituitary adenoma patients: is optical coherence tomography angiography useful?","Adam Wylęgała","Edward Wylęgała","Acta ophthalmologica",2020,"Adam","male",99,101750,"Edward","male",99,24073
"1788","870) Evaluation of a deep learning system for the joint automated detection of diabetic retinopathy and age-related macular degeneration.","Vincenza Bonfiglio","Antonio Longo","Acta ophthalmologica",2020,"Vincenza","female",98,1399,"Antonio","male",99,180825
"1789","871) Ciliary muscle dimensions by swept-source optical coherence tomography and correlation study in a large population.","Andrzej Grzybowski","Christopher T Leffler","Acta ophthalmologica",2020,"Andrzej","male",99,22799,"Christopher","male",99,55041
"1790","872) Comparison of foveal avascular zone and retinal vascular density in healthy Chinese and Caucasian adults.","Mehdi Ghaffari Sharaf","Larry D Unsworth","Acta ophthalmologica",2020,"Mehdi","male",98,39443,"Larry","male",98,17344
"1791","873) Hydrops after corneal perforation during manual deep anterior lamellar keratoplasty for keratoconus.","Marta Stevanovic","Robert E MacLaren","Acta ophthalmologica",2020,"Marta","female",98,84333,"Robert","male",99,145540
"1792","874) Vascular changes after vitrectomy for rhegmatogenous retinal detachment: optical coherence tomography angiography study.","Esma Islamaj","Peter W T de Waard","Acta ophthalmologica",2020,"Esma","female",96,5001,"Peter","male",99,146529
"1793","876) Recent advances in risk factors associated with ocular exfoliation syndrome.","Meng Tian","Karen B Schaal","Acta ophthalmologica",2020,"Meng","male",61,1052,"Karen","female",96,51469
"1794","877) A distinct retinal pigment epithelial cell autofluorescence pattern in choroideremia predicts early involvement of overlying photoreceptors.","Woo Hyuk Lee","Jung-Yeul Kim","Acta ophthalmologica",2020,"Woo","male",84,653,"Jung-Yeul","male",71,1480
"1795","879) A relatively higher intraocular pressure set at the end of vitrectomy is associated with a more stable and rapid visual recovery for patients with vitreous haemorrhage.","Massimo Cesareo","Francesco Brancati","Acta ophthalmologica",2020,"Massimo","male",99,41321,"Francesco","male",99,74458
"1796","880) Evaluation of different Swept'Source optical coherence tomography angiography (SS-OCTA) slabs for the detection of features of diabetic retinopathy.","Ivar Sønbø Kristiansen","Erik Magnus Saether","Acta ophthalmologica",2020,"Ivar","male",99,676,"Erik","male",96,31753
"1797","881) Longitudinal changes in the thickness of the ganglion cell-inner plexiform layer in patients with hypertension: a 4-year prospective observational study.","Jarmo Laihia","Kai Kaarniranta","Acta ophthalmologica",2020,"Jarmo","male",99,604,"Kai","male",91,30737
"1798","883) Thickness mapping of individual retinal layers and sectors by Spectralis Spectral Domain-optical Coherence Tomography in Autosomal Dominant Optic Atrophy.","Min-Woo Lee","Jung-Yeul Kim","Acta ophthalmologica",2020,"Min-Woo","male",100,12,"Jung-Yeul","male",71,1480
"1799","884) Intravitreal therapy for retinal diseases in Norway 2011-2015.","Marion Schroeder","Monica Lövestam Adrian","Acta ophthalmologica",2020,"Marion","female",94,26832,"Monica","female",98,56741
"1800","885) Disease aetiology-based design of multifunctional microemulsion eye drops for moderate or severe dry eye: a randomized, quadruple-masked and active-controlled clinical trial.","Nicolas Leveziel","Rupert Bourne","Acta ophthalmologica",2020,"Nicolas","male",99,79977,"Rupert","male",98,1040
"1801","886) Age-related cataract and 10-year mortality: the Liwan Eye Study.","Mathias Hvidtfelt Hansen","Inger Christine Munch","Acta ophthalmologica",2020,"Mathias","male",99,14455,"Inger","female",98,1137
"1802","887) Characteristics of retinal layer thickness in acute anterior uveitis: an optical coherence tomography study.","Ulf Dahlstrand","Malin Malmsjö","Acta ophthalmologica",2020,"Ulf","male",99,2152,"Malin","female",94,4008
"1803","889) Prevalence of macular complications related to myopia - Results of a multicenter evaluation of myopic patients in eye clinics in France.","Eduardo Munuera-Gifre","Gabriel Coll-de-Tuero","Acta ophthalmologica",2020,"Eduardo","male",99,50597,"Gabriel","male",99,59297
"1804","890) Low physical activity and higher use of screen devices are associated with myopia at the age of 16-17 years in the CCC2000 Eye Study.","Berenike C Kunzmann","Maximilian Schultheiss","Acta ophthalmologica",2020,"Berenike","female",100,18,"Maximilian","male",99,5404
"1805","892) Choroidal naevus regression associated with PD-1 inhibitor monotherapy for metastatic cutaneous malignant melanoma.","Tao Li","Haidong Zou","Acta ophthalmologica",2020,"Tao","male",88,1999,"Haidong","male",98,44
"1806","893) Analysis of the location of retinal lesions in central retinographies of patients with Type 2 diabetes.","Rahul A Jonas","Leonard Holbach","Acta ophthalmologica",2020,"Rahul","male",100,44776,"Leonard","male",98,7077
"1807","894) Effects of ultrasound energy on the porcine corneal endothelium - Establishment of a phacoemulsification damage model.","Kevser Zehra Biyik","Caroline C W Klaver","Acta ophthalmologica",2020,"Kevser","female",97,1090,"Caroline","female",98,47275
"1808","895) Disorganization of retinal inner layers as a biomarker in patients with diabetic macular oedema treated with dexamethasone implant.","Nina Buus Sørensen","Jens Folke Kiilgaard","Acta ophthalmologica",2020,"Nina","female",98,42386,"Jens","male",99,13599
"1809","896) Change in peripapillary and macular choroidal thickness change in children with type 1 diabetes mellitus without visual impairment or diabetic retinopathy.","Stefano Bembich","Francesco Maria Risso","Acta ophthalmologica",2020,"Stefano","male",99,56062,"Francesco","male",99,74458
"1810","897) Peripapillary border tissue of the choroid and peripapillary scleral flange in human eyes.","Sara Flodin","Marita Andersson Grönlund","Acta ophthalmologica",2020,"Sara","female",98,153048,"Marita","female",98,2641
"1811","898) Subfoveal choroidal thickness at age 9 years in relation to clinical and perinatal characteristics in the population-based Generation R Study.","Ruben Hemelings","Ingeborg Stalmans","Acta ophthalmologica",2020,"Ruben","male",99,34120,"Ingeborg","female",99,1764
"1812","899) Loss of retinal tension and permanent decrease in retinal function: a new porcine model of rhegmatogenous retinal detachment.","Tomaso Caporossi","Stanislao Rizzo","Acta ophthalmologica",2020,"Tomaso","male",98,251,"Stanislao","male",100,189
"1813","900) Effect of mydriatic administration on cerebral haemodynamics and oxygenation in preterm infants.","Anneli Fredriksson","Anders Behndig","Acta ophthalmologica",2020,"Anneli","female",98,1101,"Anders","male",99,9660
"1814","901) Clinical measurements of normative subjective cyclotorsion and cyclofusion in a healthy adult population.","Ilona Liesenborghs","Johannes S A G Schouten","Acta ophthalmologica",2020,"Ilona","female",99,15569,"Johannes","male",99,7870
"1815","902) Accurate prediction of glaucoma from colour fundus images with a convolutional neural network that relies on active and transfer learning.","Andrzej Grzybowski","Lyubomyr Lytvynchuk","Acta ophthalmologica",2020,"Andrzej","male",99,22799,"Lyubomyr","male",100,26
"1816","903) A human Amniotic Membrane plug to manage high myopic macular hole associated with retinal detachment.","René J Wubbels","Jeroen van Rooij","Acta ophthalmologica",2020,"RenÃ©","male",100,12,"Jeroen","male",99,7417
"1817","904) A prospective evaluation of photorefractive intrastromal cross-linking for the treatment of low-grade myopia.","Lotta Ilveskoski","Raimo Tuuminen","Acta ophthalmologica",2020,"Lotta","female",98,1783,"Raimo","male",99,336
"1818","905) Comprehensive bioinformatics analysis of trabecular meshwork gene expression data to unravel the molecular pathogenesis of primary open-angle glaucoma.","Hamid Ahmadi","Shakoor Ba-Ali","Acta ophthalmologica",2020,"Hamid","male",98,26455,"Shakoor","male",97,94
"1819","906) Methods for achieving low endophthalmitis rates in phacoemulsification cataract surgery.","Shahzan Anjum","Mehar Chand Sharma","Acta ophthalmologica",2021,"Shahzan","male",86,14,"Mehar","female",53,701
"1820","907) The learning curve for Descemet membrane endothelial keratoplasty performed by two experienced corneal surgeons: a consecutive series of 40 cases.","Nanna Jo Ferløv Baselius","Yousif Subhi","Acta ophthalmologica",2021,"Nanna","female",93,730,"Yousif","male",98,1955
"1821","908) Selective laser trabeculoplasty in exfoliative glaucoma eyes with prior argon laser trabeculoplasty.","Wouter B Vehmeijer","Nicoline E Schalij-Delfos","Acta ophthalmologica",2021,"Wouter","male",100,2840,"Nicoline","female",98,203
"1822","910) Prognostic impact of Notch1 receptor and clinicopathological High-Risk Predictors in lacrimal gland adenoid cystic carcinoma.","Maria Vittoria Cicinelli","Giulio Maria Modorati","Acta ophthalmologica",2021,"Maria","female",97,245074,"Giulio","male",99,10841
"1823","911) Driving vision in patients with neovascular AMD in anti-VEGF treatment.","Tianyu Cheng","Xiangui He","Acta ophthalmologica",2021,"Tianyu","male",85,84,"Xiangui","male",100,2
"1824","912) Retinal oximetry with a prototype handheld oximeter during hyperoxia.","Kevin Gillmann","Kaweh Mansouri","Acta ophthalmologica",2022,"Kevin","male",99,140160,"Kaweh","male",100,23
"1825","913) Switching to aflibercept versus continuing bevacizumab for treatment-resistant neovascular age-related macular degeneration: a one-year comparative observational study.","Antonio Pinna","Angelo Zinellu","Acta ophthalmologica",2021,"Antonio","male",99,180825,"Angelo","male",98,42678
"1826","914) Predictive factors of radio-induced complications in 194 eyes undergoing gamma knife radiosurgery for uveal melanoma.","Ge Ge","Meixia Zhang","Acta ophthalmologica",2021,"Ge","male",66,720,"Meixia","female",80,5
"1827","915) Prevalence of fundus tessellation and its associated factors in Chinese children and adolescents with high myopia.","Ivan Potapenko","Morten la Cour","Acta ophthalmologica",2021,"Ivan","male",99,80498,"Morten","male",100,3238
"1828","916) Changes in peripapillary and macular vascular density after laser selective trabeculoplasty: an optical coherence tomography angiography study.","Sara Mankoč Ramuš","Danijel Petrovič","Acta ophthalmologica",2021,"Sara","female",98,153048,"Danijel","male",99,2164
"1829","917) Complete blood cell count measures in retinal artey occlusions.","Yesha S Shah","Fasika A Woreta","Acta ophthalmologica",2021,"Yesha","female",95,145,"Fasika","male",53,53
"1830","918) Pregnancy-induced hypertension and retinopathy of prematurity: a meta-analysis.","Sotaro Mori","Makoto Nakamura","Acta ophthalmologica",2021,"Sotaro","male",100,108,"Makoto","male",96,1440
"1831","919) Modelling and prognostication of growth in the number of patients treated for neovascular age-related macular degeneration.","Lise Halmø Jønsson","Inger Christine Munch","Acta ophthalmologica",2021,"Lise","female",98,4319,"Inger","female",98,1137
"1832","920) The GG genotype of erythropoietin rs1617640 polymorphism affects the risk of proliferative diabetic retinopathy in Slovenian subjects with type 2 diabetes mellitus: enemy or ally?","Esma Islamaj","Hans G Lemij","Acta ophthalmologica",2021,"Esma","female",96,5001,"Hans","male",97,28935
"1833","921) Delayed diagnoses of Acanthamoeba keratitis at a tertiary care medical centre.","Avner Belkin","Noa Geffen","Acta ophthalmologica",2021,"Avner","male",99,161,"Noa","female",78,2137
"1834","922) Comparison of efficacy and early surgery-related complications between one-quadrant and two-quadrant microhook ab interno trabeculotomy: a propensity score matched study.","Khaled Safadi","Samer Khateb","Acta ophthalmologica",2021,"Khaled","male",98,34931,"Samer","male",89,8508
"1835","923) Incidence of cilioretinal arteries in 11- to 12-year-old children and association with maternal smoking during pregnancy: the Copenhagen Child Cohort 2000 Eye Study.","Mariya Erokhina","Anna-Maria Seuthe","Acta ophthalmologica",2021,"Mariya","female",97,2990,"Anna-Maria","female",98,503
"1836","925) The effect of trabeculectomy and glaucoma drainage device implantation on postural intraocular pressure changes in glaucomatous eyes.","Karl Thomas Boden","Annekatrin Rickmann","Acta ophthalmologica",2021,"Karl","male",98,18575,"Annekatrin","female",97,32
"1837","926) Outcomes of primary rhegmatogenous retinal detachment repair among young adult patients.","Kerstin K Soelberg","Ulrik S Justesen","Acta ophthalmologica",2021,"Kerstin","female",98,7298,"Ulrik","male",99,378
"1838","927) Postoperative cystoid macular oedema after non-penetrating glaucoma surgery.","Uri Elbaz","Raimo Tuuminen","Acta ophthalmologica",2021,"Uri","male",93,1154,"Raimo","male",99,336
"1839","928) Refraction and its development in young adults born prematurely and screened for retinopathy of prematurity.","Victor Llorenç","Alfredo Adán","Acta ophthalmologica",2021,"Victor","male",99,78043,"Alfredo","male",99,21417
"1840","929) The impact of limbus detection, arcus lipoides and limbal vessels on the primary patency of clear cornea incisions in femtosecond laser-assisted cataract surgery.","Maria R Sanabria","Itziar Fernández","Acta ophthalmologica",2021,"Maria","female",97,245074,"Itziar","female",98,919
"1841","930) A case report describing Candida albicans endophthalmitis demonstrated by 16S/18S microbiome sequencing.","Mari Pesonen","Pasi Vottonen","Acta ophthalmologica",2021,"Mari","female",94,24990,"Pasi","male",97,896
"1842","931) Nd:YAG capsulotomy is not a risk factor for retinal detachment after phacoemulsification cataract surgery.","Gwen Weisner","Jakob Grauslund","Acta ophthalmologica",2021,"Gwen","female",84,6087,"Jakob","male",100,7341
"1843","932) Swept-source optical coherence tomography objective composite activity score for uveitis.","Ismail Umut Onur","Yusuf Evcimen","Acta ophthalmologica",2021,"Ismail","male",97,64092,"Yusuf","male",97,56064
"1844","933) Silicone microbubbles after anti-vascular endothelial growth factor injections in patients with wet age-related macular degeneration: incidence, quantification and secondary optical coherence tomography artfacts.","Xiaoxin Li","Annemarie Weisberger","Acta ophthalmologica",2021,"Xiaoxin","male",51,43,"Annemarie","female",98,2211
"1845","934) Cost-effectiveness of dexamethasone and triamcinolone for the treatment of diabetic macular oedema in Finland: A Markov-model.","Marie-Noëlle Delyfer","José-Alain Sahel","Acta ophthalmologica",2021,"Marie-NoÃ«lle","female",97,110430,"JosÃ©-Alain","male",98,53597
"1846","936) Refractive precision in uncomplicated eyes with pseudoexfoliation: three-piece versus one-piece intraocular lens implantation.","Hua Li","Weiyun Shi","Acta ophthalmologica",2022,"Hua","male",52,891,"Weiyun","female",100,6
"1847","937) Two different treatment regimens of ranibizumab 0.5 mg for neovascular age-related macular degeneration with or without polypoidal choroidal vasculopathy in Chinese patients: results from the Phase IV, randomized, DRAGON study.","Mark Zada","John R Grigg","Acta ophthalmologica",2021,"Mark","male",80,5,"John","male",99,219085
"1848","938) Improved performance and safety from Argus II retinal prosthesis post-approval study in France.","Raimo Tuuminen","Piotr Kanclerz","Acta ophthalmologica",2021,"Raimo","male",99,336,"Piotr","male",99,45729
"1849","939) Outcomes of a new 3-D printing-assisted personalized macular buckle combined with para plana vitrectomy for myopic foveoschisis.","Soufiane Souissi","Pascale Hamard","Acta ophthalmologica",2021,"Soufiane","male",98,7273,"Pascale","female",97,10362
"1850","940) Corneal calcification of acellular porcine corneal stroma following lamellar keratoplasty.","Lisette M Smid","Suzanne Yzer","Acta ophthalmologica",2021,"Lisette","female",99,4133,"Suzanne","female",98,11294
"1851","941) Natural history and clinical biomarkers of progression in X-linked retinitis pigmentosa: a systematic review.","Pierre-Henry Gabrielle","Mark Gillies","Acta ophthalmologica",2022,"Pierre-Henry","male",100,37,"Mark","male",80,5
"1852","942) Age-related macular degeneration and mortality in SARS-CoV-2-infected patients.","Lanhua Wang","Wenyong Huang","Acta ophthalmologica",2021,"Lanhua","female",100,8,"Wenyong","male",100,16
"1853","943) An update on continuous-wave cyclophotocoagulation (CW-CPC) and micropulse transscleral laser treatment (MP-TLT) for adult and paediatric refractory glaucoma.","Laura Lorenzo-Soler","Einar Stefansson","Acta ophthalmologica",2021,"Laura","female",98,163073,"Einar","male",99,564
"1854","944) Multimodal imaging comparison of perifoveal exudative vascular anomalous complex and resembling lesions.","Sema Tamer Kaderli","Sabahattin Sul","Acta ophthalmologica",2021,"Sema","female",94,7958,"Sabahattin","male",96,1024
"1855","945) Initial observation or treatment for diabetic macular oedema with good visual acuity: two-year outcomes comparison in routine clinical practice: data from the Fight Retinal Blindness! Registry.","Jun Li","Xiaoguang Dong","Acta ophthalmologica",2021,"Jun","male",88,6829,"Xiaoguang","male",100,38
"1856","946) Association between ocular biometrical parameters and diabetic retinopathy in Chinese adults with type 2 diabetes mellitus.","Yufeng Xu","Peng-Fei Shan","Acta ophthalmologica",2021,"Yufeng","male",86,98,"Peng-Fei","male",74,2556
"1857","947) Angiotensin Receptor Blockers in cyclodextrin nanoparticle eye drops: Ocular pharmacokinetics and pharmacologic effect on intraocular pressure.","Fernanda Maria Silveira Souto","Joyce Hisae Yamamoto","Acta ophthalmologica",2021,"Fernanda","female",99,32944,"Joyce","female",97,17454
"1858","948) Microvascular retinal alterations in rhegmatogenous retinal detachment after pneumatic retinopexy.","Arnaud Martel","Michel Lanteri-Minet","Acta ophthalmologica",2021,"Arnaud","male",98,25142,"Michel","male",96,68146
"1859","949) Over 10-year follow-up outcomes and failure analysis of black diaphragm intraocular lens implantation in traumatic Aniridia.","Ji-Ho Na","Chang-Hyun Song","Acta ophthalmologica",2021,"Ji-Ho","male",93,14,"Chang-Hyun","male",100,7
"1860","950) Global burden and gender disparity of vision loss associated with diabetes retinopathy.","You Na Kim","Yoon Jeon Kim","Acta ophthalmologica",2021,"You","male",83,3198,"Yoon","male",64,752
"1861","951) Associations between functional and structural measurements in non-acute Vogt-Koyanagi-Harada disease.","Willemijn F E Kuper","Maria M van Genderen","Acta ophthalmologica",2021,"Willemijn","female",99,197,"Maria","female",97,245074
"1862","952) Phantom eye pain: a multicentric study in 100 patients.","Charlotte Jaud","Jean-Baptiste Conart","Acta ophthalmologica",2021,"Charlotte","female",96,27559,"Jean-Baptiste","male",99,2954
"1863","953) Therapeutic effects of acupuncture in typical dry eye: a systematic review and meta-analysis.","Xuhao Chen","Chun Zhang","Acta ophthalmologica",2021,"Xuhao","male",100,11,"Chun","male",73,905
"1864","954) Glaucoma as a prognostic factor of central retinal vein occlusion: visual and anatomical outcomes and occurrence of ischaemic central retinal vein occlusion.","Toon Van Craenendonck","Patrick De Boever","Acta ophthalmologica",2021,"Toon","male",81,1621,"Patrick","male",99,118290
"1865","955) Recognizing differentiating clinical signs of CLN3 disease (Batten disease) at presentation.","Idan Hecht","Raimo Tuuminen","Acta ophthalmologica",2021,"Idan","male",97,454,"Raimo","male",99,336
"1866","957) Does bleb needling augmented by mitomycin C or 5-fluorouracil share similar efficacy with no antimetabolites?","Juho Wedenoja","Timo Tervo","Acta ophthalmologica",2021,"Juho","male",99,628,"Timo","male",99,8332
"1867","958) Retinal microvascular complexity comparing mono- and multifractal dimensions in relation to cardiometabolic risk factors in a Middle Eastern population.","Wolf Wonneberger","Madeleine Zetterberg","Acta ophthalmologica",2021,"Wolf","male",80,5,"Madeleine","female",99,10013
"1868","959) Clinical outcomes for measuring inflammatory response after cataract surgery.","Diana Chabané Schmidt","Daniella Bach-Holm","Acta ophthalmologica",2021,"Diana","female",98,59982,"Daniella","female",99,10100
"1869","960) Early detection of ocular abnormalities in a Chinese multicentre neonatal eye screening programme-1-year result.","Ann Sofia Skou Thomsen","George M Saleh","Acta ophthalmologica",2021,"Ann","female",97,23825,"George","male",99,63411
"1870","961) The role of vision-related problems in fatal road accidents in Finland.","Leonie Keidel","Nikolaus Luft","Acta ophthalmologica",2021,"Leonie","female",98,2639,"Nikolaus","male",99,447
"1871","963) Pars plana vitrectomy combined with hyaloido-zonula-iridectomy in treatment of patients with chronic aqueous misdirection: A systematic literature review and case series.","Austin Rohl","Naresh Mandava","Acta ophthalmologica",2021,"Austin","male",98,13103,"Naresh","male",100,7559
"1872","964) Telementoring and remote training in the present era.","Matthias Fuest","Sabine Salla","Acta ophthalmologica",2021,"Matthias","male",100,17148,"Sabine","female",98,22561
"1873","965) Establishing an objective biomarker for corneal cystinosis using a threshold-based Spectral domain optical coherence tomography imaging algorithm.","Rianne Elise Van Bentum","Irene E van der Horst-Bruinsma","Acta ophthalmologica",2021,"Rianne","female",98,974,"Irene","female",98,30206
"1874","966) Challenges in using both eyes of the same patient when evaluating the results after implantation of intrastromal corneal ring segments.","Paula Niinimäki","Marita Uusitalo","Acta ophthalmologica",2021,"Paula","female",98,51503,"Marita","female",98,2641
"1875","967) Decreased retinal detachments during a COVID-19 lockdown period in Colorado.","Sandra Rezar-Dreindl","Eva Stifter","Acta ophthalmologica",2021,"Sandra","female",98,133088,"Eva","female",98,79421
